CORRECTION_ID,LINE_ID,ENTRY_NUMBER,ENTRY_DATE,BROKER_NAME,PART_NUMBER,COUNTRY_OF_ORIGIN,HTS_CODE,ENTERED_VALUE,FIELD_CORRECTED,ORIGINAL_VALUE,CORRECTED_VALUE,CORRECTION_REASON,ANALYST_NOTES,REGULATORY_REFERENCE,RELATED_CASES,BUSINESS_CONTEXT,CORRECTION_CATEGORY,CORRECTED_BY,CORRECTION_DATE,WAS_FLAGGED_BY_SYSTEM,CONFIDENCE_LEVEL,TIME_TO_RESOLVE_MINUTES,REQUIRED_RESEARCH
A6607086-355A-4BEB-BF64-25D44F3A7854,27CF59FE-945A-4EC8-BC4F-A1AE5F974F2D,00164130861,2025-09-28,EXPEDITOR,T-60225-D,IT,8544985808,26995.08,CVD_FLAG,N,Y,CVD rate correction per Commerce review,Broker acknowledged error,19 USC 1484,Linked to CORR-8219 (same broker),Customer special order fulfillment,ADD_CVD,Rachel Anderson,2025-09-29,TRUE,MEDIUM,52,TRUE
8CF4B3FF-350F-494B-8C91-D0B41B9EB42B,E4A09F74-6C8E-4D4C-8024-CFE41D8BC7BD,00922784015,2025-12-16,UPS_SCS,E-33037-D,KR,7326770694,136534.83,HTS_CODE,8504904126,7318866362,Wrong tariff code selected by broker,Cross-referenced with supplier records,19 CFR 152.103,Similar correction: CORR-1422 (2025-08-28),Seasonal demand fulfillment,HTS_CLASSIFICATION,James Wilson,2025-12-27,TRUE,LOW,102,TRUE
A4F7E421-9EBC-4DC7-8AF4-A71B28D4F733,7632FD61-42B9-4346-8117-C470BC27D68E,E16998743,2025-11-09,FEDEX_TRADE,S-52845-D,CA,8501262095,88679.35,HTS_CODE,8453435102,8504324131,Tariff code error identified during audit,Broker training issue perhaps?,19 CFR 152.103,Similar correction: CORR-3680 (2025-07-27),Customer special order fulfillment,HTS_CLASSIFICATION,Amanda Foster,2025-11-20,FALSE,LOW,19,FALSE
45C2FB73-FF19-4F0E-81D6-06AFE9B73371,5F4E56D5-B63D-481C-B89C-5A50FD8273FE,00826832360,2025-09-24,DHL_GLOBAL,X-65868-B,IT,8483877219,123830.83,ENTERED_VALUE,90482.22,37693.23,Deductions improperly applied,Needed research to confirm,19 CFR 141.86,"See also: CORR-5953, CORR-2472",Standard inventory restock,VALUATION,Amanda Foster,2025-10-04,TRUE,MEDIUM,109,FALSE
C60C7530-ED99-4109-AA7D-550F2A3CC489,CC9A5512-00E7-4159-A1C5-EB325253CB17,00993808780,2026-01-04,FEDEX_TRADE,S-75031-B,CA,8483865892,139698.16,UNIT_PRICE,24,8,HTS subheading incorrect - corrected per GRI,Documentation was ambiguous - clarified with shipper,19 CFR 141.86,Similar correction: CORR-7800 (2025-11-08),Seasonal demand fulfillment,HTS_CLASSIFICATION,Christopher Lee,2026-01-23,FALSE,HIGH,156,TRUE
30353B12-B531-47B2-A6D6-3316D99648A0,B32FFA75-AFA1-431D-8C9D-2245A1BDE230,E30742835,2025-11-08,CEVA,T-10078-D,TW,8544713978,108624.89,QUANTITY,11,70,Reclassification based on product composition,Caught during routine audit,19 CFR 10.411,"See also: CORR-4745, CORR-5922",High-priority production critical parts,COUNTRY_OF_ORIGIN,Emily Davis,2025-12-05,FALSE,LOW,108,TRUE
64C06A3C-3315-4AFE-ADED-B0AE24C21A4A,A5C78BBB-0413-4D1D-B76A-2C77B9A324AF,352-1569500-5,2025-10-26,CEVA,X-94537-A,JP,7326482353,9948.43,ADD_FLAG,Y,N,Antidumping duty should not apply,Documentation was ambiguous - clarified with shipper,19 CFR 141.86,,Service center inventory,ADD_CVD,Lisa Martinez,2025-11-06,FALSE,LOW,145,FALSE
D561242A-0FFB-44D6-B440-FBF33A1E7BAC,DB1C8A69-6674-4DD0-96F3-198A8FA1E1DD,E30606659,2025-12-04,EXPEDITOR,F-34359-B,GB,7318565581,17046.98,CVD_FLAG,N,Y,Countervailing duty incorrectly assessed,Verified against GTM database,19 CFR 10.411,,Seasonal demand fulfillment,ADD_CVD,Amanda Foster,2025-12-27,FALSE,HIGH,55,TRUE
DF9BFAEF-83C4-4079-BB36-2598462B6447,FF57F5E5-3437-4D71-A37E-4FC90C1D3D6A,169-2560822-2,2026-01-01,EXPEDITOR,R-70467-B,CA,8453765029,16892.4,QUANTITY,21,97,Classification adjusted based on product specifications,Needed research to confirm,19 USC 1484,"See also: CORR-5030, CORR-2732",Regular import for Cummins engine assembly,DOCUMENTATION,Michael Rodriguez,2026-01-16,TRUE,MEDIUM,51,FALSE
7650FE5D-9C34-4D07-81C6-BE14AE475292,398F42D8-6A60-4F30-8601-C6795C0C8C0C,955-1121153-5,2025-09-23,FEDEX_TRADE,X-47151-C,MX,8453726629,34710.24,QUANTITY,15,66,Updated classification per CBP guidance,Random sample audit finding,19 CFR 10.411,"See also: CORR-3773, CORR-7010",Quality replacement for defective batch,SPLIT_LINE,Rachel Anderson,2025-09-30,TRUE,HIGH,139,TRUE
255C9649-FF80-44BA-9D47-71391F4C4140,DA9B35D4-A4BF-4513-B85B-3C145713813E,00619830092,2025-11-21,FEDEX_TRADE,E-50554-A,TW,8501300784,2825.85,UNIT_PRICE,89,90,Updated classification per CBP guidance,Random sample audit finding,19 CFR 152.103,Linked to CORR-9972 (same broker),Seasonal demand fulfillment,COUNTRY_OF_ORIGIN,Emily Davis,2025-12-06,TRUE,MEDIUM,175,TRUE
11B1E9AC-9FEC-420C-99E2-E43ECC287138,E58B03A9-7CC9-4E08-9689-4C8D7B1D7E97,E62502308,2026-01-08,CEVA,P-82196-B,TH,7326383753,14758.98,HTS_CODE,8453160456,8482627600,HTS correction per technical review,Verified against GTM database,19 CFR 10.411,"See also: CORR-5352, CORR-4706",High-priority production critical parts,HTS_CLASSIFICATION,Rachel Anderson,2026-01-29,TRUE,LOW,162,TRUE
952095A5-046D-4D1C-9EB5-B9CE8CB18E3F,582CBB40-D28A-417D-84B3-2DD907C00A6D,793-3273202-4,2026-02-15,FEDEX_TRADE,X-11641-A,IN,8482662118,23656.8,ADD_FLAG,Y,N,Antidumping duty should not apply,Caught during routine audit,CBP Directive 3550-067,Similar correction: CORR-4516 (2025-10-31),Engineering sample for R&D,ADD_CVD,Lisa Martinez,2026-03-08,FALSE,HIGH,104,FALSE
0C8749DE-00FD-4801-8083-DE33E1B8C307,1F56E4EB-7EAB-4CEC-BEA2-CB0DDAD6D796,723-5574522-7,2025-08-20,CEVA,C-32507-B,CA,8483721260,80965.29,QUANTITY,43,73,Classification error - product function misidentified,Manual review caught the error,19 CFR 10.411,Linked to CORR-6880 (same broker),Warranty replacement parts shipment,SPLIT_LINE,Robert Thompson,2025-09-12,FALSE,MEDIUM,52,FALSE
08266B46-D950-4ED9-B76E-8109974A5336,2642A099-609F-44D0-A50D-9EB22D16F2A8,E65824981,2025-12-07,DHL_GLOBAL,P-45270-A,MY,8482752377,91345.16,COO,DE,MX,Origin documentation shows different COO,Standard correction - nothing unusual,19 USC 1401a,,High-priority production critical parts,COUNTRY_OF_ORIGIN,Amanda Foster,2025-12-22,FALSE,MEDIUM,128,FALSE
4641A121-9110-44CC-A53F-88CBE73E4BA0,B8B3B318-BE53-422A-8C0E-A6B5F2E6AE00,E57693749,2026-02-13,EXPEDITOR,S-74845-B,JP,8501922003,129707.59,DUTY_RATE,50,93,Preferential rate applies,Cross-referenced with supplier records,19 USC 1401a,,Regular import for Cummins engine assembly,VALUATION,Brian Jackson,2026-02-17,TRUE,HIGH,121,TRUE
5F4F74C1-B20D-4817-AA9D-245D2F338A25,884FDE20-F0FB-4B09-B6A5-6F8D8CA6E012,891-6109208-6,2025-10-04,KUEHNE_NAGEL,S-53041-C,MX,7326898174,131024.33,COO,DE,MX,Origin documentation shows different COO,Documentation was ambiguous - clarified with shipper,19 CFR 152.103,,Seasonal demand fulfillment,COUNTRY_OF_ORIGIN,Lisa Martinez,2025-10-06,TRUE,HIGH,138,TRUE
E3A1B266-566F-4FD4-A81E-0261CEFFC4A6,FCC9C2D5-4022-49E6-BDEF-408A14E816BA,757-5806007-0,2026-01-31,KUEHNE_NAGEL,P-54041-B,JP,7326238022,126587.79,COO,CN,MY,COO error - supplier certificate reviewed,Broker acknowledged error,CBP Trade Facilitation Guidelines,,Engineering sample for R&D,COUNTRY_OF_ORIGIN,Emily Davis,2026-02-13,TRUE,MEDIUM,41,FALSE
179FFAB9-14F7-46FD-A6FF-821C0D62D7D8,F8F50976-D78F-4A5C-9177-FE5963B74BBD,277-2157865-2,2025-11-24,KUEHNE_NAGEL,S-29881-D,KR,8482190554,112305.46,DUTY_RATE,53,5,Rate should reflect current HTS,Needed research to confirm,19 CFR 10.411,,New product line introduction,HTS_CLASSIFICATION,Jennifer Walsh,2025-11-26,TRUE,HIGH,30,FALSE
5524E28E-08C4-4533-ABE2-F5760A76A01E,DAEDFE8C-CC26-456F-9769-DA44E33F7626,E43349096,2026-02-06,FEDEX_TRADE,C-93048-B,IT,8482977920,77226.77,CVD_FLAG,Y,N,Countervailing duty incorrectly assessed,Quick fix once identified,19 CFR 10.411,,Aftermarket parts inventory replenishment,ADD_CVD,Lisa Martinez,2026-03-05,FALSE,HIGH,161,TRUE
4BCD0B32-A90F-4239-B36A-C199B5684500,B003E408-8678-4DE2-94D8-13DF5B2490E9,E16289705,2025-08-31,UPS_SCS,R-57489-D,VN,8544164454,130325.81,UNIT_PRICE,63,19,HTS subheading incorrect - corrected per GRI,Documentation review required,19 CFR 10.411,,Regular import for Cummins engine assembly,FTA_ELIGIBILITY,Emily Davis,2025-09-15,FALSE,LOW,169,FALSE
DE27C184-E435-44BC-993E-0FB62A010C5A,47AD6970-47B2-4C46-BFD0-6F3E2317921A,E86630924,2025-12-02,FEDEX_TRADE,E-10414-B,TH,8479675969,41256.82,COO,TH,DE,Manufacturer location confirms correct COO,Standard correction - nothing unusual,CBP Directive 3550-067,,New product line introduction,COUNTRY_OF_ORIGIN,Sarah Chen,2025-12-04,FALSE,HIGH,38,FALSE
7F89F3AE-9F12-48F6-BC07-30D86BA03A6D,47908EE6-C3DF-4DE0-B409-385A807F40FD,111-1906982-5,2026-01-16,EXPEDITOR,C-18867-C,IT,8413710351,77336.36,CVD_FLAG,N,Y,Countervailing duty incorrectly assessed,Quick fix once identified,19 CFR 152.103,,New product line introduction,ADD_CVD,Stephanie Moore,2026-02-14,TRUE,HIGH,179,TRUE
EAA4E10F-74BB-4D63-9934-A6A295457954,0CB91DAE-3FA2-44BA-9197-4463D6BF12CC,00837289325,2026-02-04,DHL_GLOBAL,C-92834-A,MX,8414664842,81145.64,QUANTITY,99,6,HTS correction per technical review,Broker acknowledged error,19 CFR 141.86,,Aftermarket parts inventory replenishment,HTS_CLASSIFICATION,Jennifer Walsh,2026-02-11,FALSE,HIGH,45,FALSE
06F6E53B-484D-4A46-878E-51010B13FC1F,0631C9B1-2996-4289-A517-06898FB976E4,E64241505,2025-12-02,DHL_GLOBAL,S-59052-A,IN,8414923317,102929.02,HTS_CODE,8414245523,8413304135,Classification error - product function misidentified,System should have caught this,CBP Directive 3550-067,Similar correction: CORR-9324 (2025-07-28),Regular import for Cummins engine assembly,HTS_CLASSIFICATION,Emily Davis,2025-12-07,FALSE,HIGH,55,TRUE
1E9615D1-1375-43C3-B1BF-F7D771998B5A,72A8FA97-033D-41C4-BBC4-F6DB6B1B00E3,00702049657,2025-10-30,UPS_SCS,H-46229-D,TW,8482480285,63042.87,FEE_CODE,26,34,HTS correction per technical review,Flagged by weekly review process,HTS General Note 3,Similar correction: CORR-4106 (2025-05-15),Warranty replacement parts shipment,DUTY_ADJUSTMENT,Robert Thompson,2025-11-09,FALSE,HIGH,143,FALSE
56F738C4-3BA2-445D-9005-9E843503C8AA,D19B19C7-AD17-455C-9170-A63FDAE386C0,534-4332307-6,2025-10-17,FEDEX_TRADE,S-49551-C,CA,8453558777,134152.38,PREFERENTIAL,USMCA,AUSFTA,FTA preference incorrectly claimed,Needed research to confirm,HTS General Note 3,Linked to CORR-4976 (same broker),Quality replacement for defective batch,FTA_ELIGIBILITY,Sarah Chen,2025-11-08,FALSE,MEDIUM,39,TRUE
30615984-00E3-4CDB-BE66-3A31D7DF4139,77D0F5D9-39A5-4B98-BDDA-69C79943ED36,00448314162,2025-09-22,FEDEX_TRADE,S-11777-D,IN,7326508578,12261.67,PREFERENTIAL,KORUS,NONE,FTA eligibility confirmed upon review,Caught during routine audit,19 CFR 10.411,"See also: CORR-5256, CORR-1364",Standard inventory restock,FTA_ELIGIBILITY,Daniel Garcia,2025-10-10,TRUE,LOW,31,FALSE
FA450969-6149-43A4-94C2-0DDDFE7A3447,2CF1B24C-67D7-401F-8074-9A28FECD7E3A,E64959195,2026-02-07,DHL_GLOBAL,M-45223-C,DE,8413303843,97572.49,ENTERED_VALUE,34050.77,80070.9,Deductions improperly applied,Standard correction - nothing unusual,19 CFR 152.103,,New product line introduction,VALUATION,David Kim,2026-02-12,FALSE,MEDIUM,41,FALSE
6B7AF212-A457-426E-9BAB-4D4A3C0A9975,6D9D8C99-99CE-463B-AA3A-44672021E221,E27453710,2026-01-21,EXPEDITOR,F-90457-A,MY,8504230857,17610.25,UNIT_PRICE,56,6,HTS correction per technical review,Flagged by weekly review process,CBP Directive 3550-067,Linked to CORR-9492 (same broker),Standard inventory restock,SPLIT_LINE,James Wilson,2026-02-12,TRUE,HIGH,172,FALSE
8EBA7D65-5DC2-4BCF-A287-EA664D508EE6,339ADE3E-C6B2-4533-ABF0-E9E5A3367FB4,E99497305,2025-10-31,CEVA,S-81296-D,DE,8482350355,16583.21,FEE_CODE,98,98,Classification adjusted based on product specifications,Documentation review required,19 USC 1484,Similar correction: CORR-8761 (2025-08-09),Customer special order fulfillment,VALUATION,Brian Jackson,2025-11-13,TRUE,LOW,49,TRUE
32022631-787A-47E5-8635-117D79908248,6AAFAC34-15C2-49B0-BB4B-03AD76853288,E33030758,2025-09-04,EXPEDITOR,C-53239-B,DE,8453905090,18777.41,HTS_CODE,8453905090,8453906000,Classification error - functional test indicates 8453906000,Classification seems arbitrary from broker side,19 CFR 152.103; EN 84.53,,Warranty replacement parts shipment,HTS_CLASSIFICATION,Michelle Brown,2025-09-10,FALSE,MEDIUM,89,TRUE
E8B7C84D-0756-4874-8210-3E3B643900DE,2BCECB95-5290-4271-8C77-ECE2CA34E081,00900629199,2025-09-06,KUEHNE_NAGEL,F-23307-C,IT,8413249636,20273.57,CVD_FLAG,N,Y,CVD rate correction per Commerce review,Cross-referenced with supplier records,19 USC 1401a,,Quality replacement for defective batch,ADD_CVD,James Wilson,2025-09-22,TRUE,MEDIUM,36,TRUE
A05A414E-5979-4C6A-9D18-D14F938F09F8,E9EDB84E-F99C-4BD8-9A41-2C1D428DEE8A,218-4954508-4,2025-11-11,EXPEDITOR,P-73487-B,TH,7318921518,116671.85,HTS_CODE,8414321729,7318245054,HTS correction per technical review,Caught during routine audit,19 USC 1484,Similar correction: CORR-6116 (2025-09-14),Regular import for Cummins engine assembly,HTS_CLASSIFICATION,Jennifer Walsh,2025-11-20,TRUE,HIGH,112,TRUE
EF9AA33A-A53B-4575-9FB6-85E214748DFB,6BA6489E-9107-448B-A319-ABC71DC9D5DF,00869882784,2026-01-03,UPS_SCS,X-14639-B,GB,7318275812,145127.28,FEE_CODE,43,30,Tariff code error identified during audit,Verified against GTM database,19 USC 1484,"Pattern matches CORR-5200, CORR-6172, CORR-5965",Quality replacement for defective batch,DUTY_ADJUSTMENT,Lisa Martinez,2026-01-13,FALSE,LOW,53,TRUE
F705D9C1-502E-4A26-A937-E5C5561A49A0,19029A98-3FE8-4533-99F7-17371797E57F,777-3170196-8,2025-10-04,KUEHNE_NAGEL,M-52593-A,MY,8413431747,63495.45,CVD_FLAG,N,Y,Countervailing duty incorrectly assessed,Quick fix once identified,19 USC 1484,"See also: CORR-3113, CORR-2750",Warranty replacement parts shipment,ADD_CVD,James Wilson,2025-11-01,FALSE,HIGH,22,TRUE
0F29327F-C3FB-48BB-AD00-27540B8804E7,0AA4B1B5-B882-4664-85C5-B77C5DDA7E01,696-5178993-4,2026-02-25,UPS_SCS,M-67223-C,CA,8479736263,134840.12,HTS_CODE,7318938499,8483394191,Classification adjusted based on product specifications,Flagged by weekly review process,CBP Directive 3550-067,,Warranty replacement parts shipment,HTS_CLASSIFICATION,David Kim,2026-03-06,TRUE,HIGH,79,TRUE
66130349-783E-4C4D-8DB1-5AF0439F4164,36AEA86C-8561-45F0-888E-3CCD6DC12647,E13600620,2025-09-11,UPS_SCS,X-83971-D,VN,7318383786,53662.52,HTS_CODE,8414597598,8483249681,HTS subheading incorrect - corrected per GRI,Broker training issue perhaps?,CBP Trade Facilitation Guidelines,,Regular import for Cummins engine assembly,HTS_CLASSIFICATION,Daniel Garcia,2025-09-14,TRUE,LOW,68,TRUE
416DD7E9-8469-48CE-A79C-79552E6715CB,470BF042-769E-4F0B-80B2-DB26E68C1D9C,444-8773865-2,2026-02-17,CEVA,F-46772-B,JP,8501843650,148254.96,HTS_CODE,7318938244,8504834697,HTS correction per technical review,Quick fix once identified,19 USC 1484,Linked to CORR-2721 (same broker),Seasonal demand fulfillment,HTS_CLASSIFICATION,James Wilson,2026-03-02,TRUE,LOW,135,FALSE
20FFC3F7-19BE-4B2A-B57B-DBB2595A7F97,584F75EA-24FA-461D-84CC-491BDB034A12,475-4020286-5,2025-10-27,CEVA,C-64697-A,CN,8544681914,67224.58,HTS_CODE,8481165464,8501509539,Classification adjusted based on product specifications,Broker training issue perhaps?,19 CFR 10.411,,New product line introduction,HTS_CLASSIFICATION,Jennifer Walsh,2025-11-18,TRUE,LOW,121,FALSE
131A6577-3928-40F4-9750-F758A3643F2B,327CA088-27EB-4C47-9D31-A2B12E61BD1D,00761093136,2026-02-06,FEDEX_TRADE,P-75362-C,CN,8504253824,146249.4,COO,IN,CN,Substantial transformation analysis - COO corrected,Second opinion confirmed correction,HTS General Note 3,Similar correction: CORR-7044 (2025-12-01),Customer special order fulfillment,COUNTRY_OF_ORIGIN,Brian Jackson,2026-02-13,FALSE,LOW,166,FALSE
1262133F-8F94-46FC-97A0-71CC12A94C1A,821A53CB-B9B8-44BB-A983-DDD2097FCAC7,668-2217294-4,2025-08-18,CEVA,H-83878-D,IT,8479141075,129244.65,QUANTITY,16,28,Updated classification per CBP guidance,Documentation review required,19 CFR 10.411,,Customer special order fulfillment,SPLIT_LINE,Brian Jackson,2025-09-11,FALSE,HIGH,100,FALSE
2031D65D-B759-482E-8EC1-D2FBFB036685,DE28F124-CB95-4C3B-BCBA-503AAADD9A48,E75999709,2025-10-21,KUEHNE_NAGEL,P-66160-A,CA,7326251978,108464.83,PREFERENTIAL,GSP,NONE,FTA preference incorrectly claimed,System should have caught this,CBP Trade Facilitation Guidelines,Linked to CORR-2816 (same broker),New product line introduction,FTA_ELIGIBILITY,Jennifer Walsh,2025-10-30,FALSE,LOW,22,FALSE
EE0C9559-BF31-4477-B358-9A4AA1AA661E,44152019-7F2F-46AC-96CF-AFF5713F9026,00157299884,2025-12-04,EXPEDITOR,P-99634-A,GB,7326269876,51589.59,UNIT_PRICE,4,6,HTS correction per technical review,Verified against GTM database,19 CFR 141.86,"See also: CORR-3093, CORR-6218",Aftermarket parts inventory replenishment,VALUATION,Michelle Brown,2025-12-11,FALSE,LOW,180,TRUE
64D2DDAE-609C-44B2-908E-895F84769BDC,BA3666D5-9780-4545-B793-4FA4545E9480,E17144718,2025-11-06,FEDEX_TRADE,M-32611-D,DE,7326555696,110836.09,QUANTITY,57,75,Updated classification per CBP guidance,Quick fix once identified,19 CFR 152.103,Linked to CORR-9544 (same broker),Standard inventory restock,FTA_ELIGIBILITY,Daniel Garcia,2025-12-06,FALSE,HIGH,74,TRUE
F30E7D09-69FF-4498-9008-930FE2857C6F,8C527871-9CD1-4A9B-A2B5-FC39CE342317,00583962295,2025-09-19,CEVA,E-47767-C,GB,8413404921,37962.77,PREFERENTIAL,AUSFTA,KORUS,FTA eligibility confirmed upon review,Documentation was ambiguous - clarified with shipper,19 CFR 10.411,Similar correction: CORR-1759 (2025-04-22),High-priority production critical parts,FTA_ELIGIBILITY,James Wilson,2025-10-07,FALSE,MEDIUM,169,TRUE
1EDE84BC-2939-4ACE-9D45-33E07A21C786,FD7F1B0C-8A41-4403-8515-7170F29D569B,876-7284799-1,2025-10-15,FEDEX_TRADE,E-18326-C,IT,8414752301,89350.42,HTS_CODE,8481162836,8501350229,Classification error - product function misidentified,Documentation was ambiguous - clarified with shipper,19 CFR 152.103,"Pattern matches CORR-8233, CORR-1132, CORR-3756",High-priority production critical parts,HTS_CLASSIFICATION,Michelle Brown,2025-10-28,TRUE,LOW,179,FALSE
6EB8F68B-2444-4C81-8B95-611982559488,6DA1D90C-A40B-4658-8AC0-0F7C11900FCA,E64556265,2025-10-15,CEVA,E-92160-D,DE,8482544192,96517.98,FEE_CODE,85,66,HTS correction per technical review,Flagged by weekly review process,HTS General Note 3,Linked to CORR-8148 (same broker),Quality replacement for defective batch,VALUATION,Emily Davis,2025-10-27,FALSE,MEDIUM,127,FALSE
0013CE41-FFE6-404F-A1AB-90C7000AFB78,30AC7947-3232-409E-8786-C5D226FBA4B5,00393421287,2025-09-02,UPS_SCS,H-10305-A,MY,8481216981,102765.81,ENTERED_VALUE,28193.67,50144.59,First sale rule applies,Documentation was ambiguous - clarified with shipper,19 USC 1401a,,Quality replacement for defective batch,VALUATION,Rachel Anderson,2025-09-20,TRUE,LOW,154,FALSE
0B7041D5-B309-47AA-87A6-EB71974EED8B,C0D7306B-44B6-45D8-A48E-2C1B749CD916,733-1053488-8,2025-11-11,UPS_SCS,T-87757-C,IT,8413421713,29568.68,CVD_FLAG,Y,N,Countervailing duty incorrectly assessed,Second opinion confirmed correction,HTS General Note 3,,Aftermarket parts inventory replenishment,ADD_CVD,Amanda Foster,2025-11-22,FALSE,HIGH,124,TRUE
9E13199E-9884-4E07-A554-21D4C7D4DA55,D53937E8-91E9-4F27-A0F3-ECB472CEC827,E73781968,2026-01-31,KUEHNE_NAGEL,P-54479-C,CN,8544420000,106704.97,HTS_CODE,8544420000,8544490000,Voltage-based classification: >80V = 8544.49.xx,Need voltage field in validation checks,HTS 8544 heading notes; EN 85.44,"Pattern matches CORR-9129, CORR-5315, CORR-8332",Just-in-time delivery for production line,HTS_CLASSIFICATION,Emily Davis,2026-02-15,FALSE,MEDIUM,64,TRUE
4E05CEFF-1628-4586-851E-C58E53EFB7E0,9B88DAB3-35F3-41FF-8C8D-763C1C214005,E69683903,2026-02-04,EXPEDITOR,P-28664-B,JP,8481930304,71486.08,UNIT_PRICE,46,34,HTS subheading incorrect - corrected per GRI,Random sample audit finding,19 USC 1401a,Related pattern in CORR-3410,New product line introduction,FTA_ELIGIBILITY,Lisa Martinez,2026-03-03,TRUE,HIGH,102,FALSE
