PART_ID,PART_NUMBER,DESCRIPTION,COMMODITY_CODE,HTS_CODE,COO_DEFAULT,ADD_APPLICABLE,CVD_APPLICABLE,FTA_ELIGIBLE,CREATED_DATE,UPDATED_DATE
79013e36-8e9b-4f83-9404-47012ed7b408,SO51139,HYDRAULIC MOTOR,HYDRAULIC,8412215000,BR,False,False,False,2022-04-22,2023-01-25
ea1f2f17-eed4-426f-9273-36e096209832,SO32785,METAL BRACKET,STEEL_ARTICLES,7326190000,IN,False,False,False,2020-10-15,2021-05-15
4e396f8e-26f5-424d-bf04-e866085972fd,SO47265,HYDRAULIC PUMP,PUMP,8413819000,CN,True,False,False,2022-05-31,2023-01-31
f4e7cb47-796c-4e88-9304-a94448a7128d,51-434352,MIRROR MOUNT,VEHICLE_PARTS,8708999100,US,False,False,True,2022-06-24,2023-06-01
e11f4352-d4d6-48da-a6f8-df7a1005bcb4,46-758284,FLYWHEEL HOUSING,ENGINE_PARTS,8409991000,TW,False,False,False,2023-04-02,2023-09-09
2732d0e5-c8e4-47aa-b042-0aec247cda30,SO84681,AIR COMPRESSOR,AIR_SYSTEM,8414809100,MX,False,False,True,2022-01-10,2022-12-25
377198e7-2e59-4625-957f-bfd224728899,56-882799,PRESSURE RELIEF VALVE,VALVE,8481802500,CN,True,False,False,2022-10-13,2022-10-30
08a6961c-c8dc-4d1c-88c2-0f04dd58301a,SO70282,ENGINE BLOCK DIESEL,ENGINE,8408202000,CN,True,True,False,2020-03-30,2020-07-11
e0b8c5a5-15c3-4a6e-a41a-16bf45a69d50,SO98657,INVERTER MODULE,ELECTRONICS,8504909500,MX,False,False,False,2023-02-05,2023-07-10
7465ea44-ae32-47fc-9f1b-1156999016fe,SO62311,FENDER ASSEMBLY,VEHICLE_PARTS,8708101000,TW,False,False,False,2021-09-30,2022-07-08
db741da8-4552-41a3-9d78-a27c75cf23cb,74-339273,BATTERY MODULE,BATTERY,8507800000,CN,False,False,False,2022-09-23,2022-09-27
34964bff-78fb-40b7-819b-3b70fe4509e2,E100654,ARMATURE,ELECTRICAL_PARTS,8503009900,US,False,False,True,2020-12-31,2021-06-26
1f785d24-2e94-4a96-8a0e-fcd9b35ba251,SO58867,HOSE CLAMP,STEEL_ARTICLES,7326901000,MX,False,False,True,2020-09-11,2021-01-31
d54cba49-ca76-4c29-a7c8-e8799b050117,92-350036,DOOR HINGE,VEHICLE_PARTS,8708911000,CN,True,False,False,2021-02-24,2021-07-24
061eb0e5-4699-4e37-8746-378097632b70,79-948894,ENGINE MOUNT,VEHICLE_PARTS,8708999800,IN,False,True,False,2020-09-11,2020-11-17
ee38300b-009d-473c-a3e6-f134d21c2fc9,SO36331,INVERTER MODULE,ELECTRONICS,8504101000,CN,True,False,False,2022-10-04,2023-09-21
28a95b0a-6662-4866-9167-25aa5c475c99,98-647364,CAMSHAFT ASSEMBLY,ENGINE_PARTS,8409919100,MX,False,False,True,2020-10-10,2021-08-17
d46db306-7eb0-474e-9326-83f3c316508c,SO12637,STUD BOLT,FASTENERS,7318210000,KR,False,False,True,2023-10-20,2023-12-16
0c69c69d-09c4-4459-a584-261489ded8cf,SO95092,BATTERY,BATTERY,8507600000,KR,False,False,True,2024-05-10,2024-08-22
3241461d-11ed-4c34-988c-bf6c126e641d,MOUNTING KIT,SERVICE MANUAL,ELECTRICAL_PARTS,8503009500,CN,True,True,False,2020-06-30,2021-05-02
0992b3b3-dc99-4951-beb6-3e8198c2c0f8,GASKET SET,SEAL KIT,ENGINE_PARTS,8409999100,JP,False,False,False,2022-03-14,2022-12-19
1708974c-b276-4408-b2b9-dcee7c67d75f,E195864,BATTERY,BATTERY,8507800000,CN,True,False,False,2021-10-19,2021-12-20
9f0d4a2d-87d2-4596-80bb-16aeb08b4ff9,SO37675,SPRING WASHER,FASTENERS,7318210000,IN,False,True,False,2021-03-09,2021-10-01
f19ea3f5-758d-477e-9b20-8986d565e543,SO99254,BLOWER MOTOR,AIR_SYSTEM,8414909000,KR,False,False,True,2022-01-15,2022-01-15
74865808-92eb-4749-a051-2423dc5c556e,38-253017,FLAT WASHER,FASTENERS,7318150000,CN,True,False,False,2023-04-08,2023-12-09
93bdb464-1b54-43b6-a96a-a2dd9dc01802,01-601648,COMMUTATOR,ELECTRICAL_PARTS,8503001000,CN,False,False,False,2020-07-17,2021-02-16
026e399d-15e0-45f4-a118-24245228118a,SO41099,TRANSMISSION MOUNT,VEHICLE_PARTS,8708999100,CN,True,False,False,2024-10-17,2025-04-11
86d750ab-3498-4fa8-bde2-9decd637667c,85-671088,DOOR HINGE,VEHICLE_PARTS,8708999700,MX,False,False,False,2021-04-22,2021-11-02
6e91eddf-3836-4cb7-9ca9-309f2079a18f,SO35163,FENDER ASSEMBLY,VEHICLE_PARTS,8708921000,TW,False,False,False,2021-05-17,2021-09-17
05f69515-706f-4ca3-ab52-68319eb1403e,TOOL KIT,MOUNTING KIT,ELECTRONICS,8504311000,CN,False,False,False,2020-07-25,2020-12-22
4b74f4d2-eef6-479b-b230-4b69f16643ee,SO63309,CHECK VALVE,VALVE,8481301000,CN,False,False,False,2020-02-14,2020-09-06
3c613dad-6438-45b3-8364-167c87e81400,67-515578,HYDRAULIC CYLINDER,HYDRAULIC,8412909000,CN,False,True,False,2024-11-19,2025-03-15
9dc35536-ee7f-4514-9da8-34bf4e2c7c87,SO76917,AIR STARTER,HYDRAULIC,8412311000,IN,False,True,False,2020-08-18,2020-08-27
785dcec5-dc0b-4f8a-9c07-fd7a0d76a9b1,91-372454,HOOD LATCH,VEHICLE_PARTS,8708999800,BR,False,False,False,2023-11-29,2024-06-08
b495250a-bbf1-46e4-8c83-afede21dea4c,61-821726,MIRROR MOUNT,VEHICLE_PARTS,8708211000,CN,True,True,False,2022-12-17,2023-06-19
793b79ae-6a63-44ad-8da1-b92c48a099a6,SO74817,BRUSH SET,ELECTRICAL_PARTS,8503009900,US,False,False,True,2024-05-17,2024-10-10
64eb18a5-683e-4054-afcc-13f77bbb8e3f,MOUNTING KIT,WOODEN SKID,HYDRAULIC,8412291000,CN,True,False,False,2023-11-02,2024-02-17
4bbb99c0-7dbe-49e6-8c20-e6e7862a1fd3,E441524,HEX BOLT,FASTENERS,7318140000,TW,False,False,False,2022-12-30,2023-08-05
0d32d885-9c8c-4735-89aa-e74adddab996,HARDWARE KIT,GASKET SET,FASTENERS,7318110000,KR,False,False,True,2021-04-30,2021-10-28
1540e04b-66a9-4745-a42c-14cc7072a192,E887839,CRANKSHAFT PULLEY,TRANSMISSION,8483301000,CN,True,True,False,2024-06-16,2024-07-04
24ffddd2-7ffb-49a4-944b-667b44a0feee,98-226024,FLAT WASHER,FASTENERS,7318160000,TH,False,False,False,2023-12-20,2024-09-21
f5cadd4e-6382-4b4c-9fa0-7298dccf0502,METAL BRACKET,SERVICE MANUAL,AIR_SYSTEM,8414809100,CN,True,True,False,2021-11-14,2022-03-02
943d0969-8bf4-4aec-89e7-4338d57cd484,SO92768,ENGINE MOUNT,VEHICLE_PARTS,8708911000,MX,False,False,True,2021-01-07,2021-04-03
4a5ee34b-dd16-47a5-8f8e-657e612a674e,SO35616,CIRCUIT BREAKER,SWITCHES,8536201000,KR,False,False,False,2022-02-26,2023-01-20
0f91d92f-22c4-4250-b0d5-affb3275f4c6,SO61962,TIMING CHAIN,TRANSMISSION,8483109000,CN,False,True,False,2024-01-29,2024-09-30
2b307bf4-b1fc-43db-b185-0ac1ec17dbeb,SO59355,BATTERY,BATTERY,8507101000,MX,False,False,True,2024-09-28,2025-03-04
bf4457cb-f791-4003-ba95-7fce7e245dc2,SO61012,RELAY,SWITCHES,8536501000,US,False,False,True,2020-07-14,2021-05-16
b646861c-de35-44af-9820-a935331fa1e9,SO97318,OIL PUMP,PUMP,8413819000,CN,False,True,False,2020-12-09,2021-06-29
2b25d049-e256-43e8-b080-0663aedbeabf,E396956,AXLE SHAFT,VEHICLE_PARTS,8708401000,TW,False,False,False,2020-09-27,2021-04-02
56fe48bb-5a34-48aa-bd17-df8e1f3cdbcc,SO29156,AIR STARTER,HYDRAULIC,8412391000,MX,False,False,True,2024-08-10,2025-06-26
24049187-52c7-438e-8ab8-561f473559cb,SO78475,ROTOR ASSEMBLY,ELECTRICAL_PARTS,8503001000,IN,True,True,False,2022-08-15,2022-11-25
203076af-c900-4b33-8a97-95e2bc7e26aa,43-681543,FENDER ASSEMBLY,VEHICLE_PARTS,8708921000,MX,False,False,True,2022-09-15,2022-12-05
5664f6ef-ac20-49a3-8716-602ce8e810a0,SO24266,RECTIFIER,ELECTRONICS,8504211000,KR,False,False,True,2023-11-26,2024-01-02
3dc10401-d611-4d54-8ca9-710fbb4031ed,E659650,PUSH ROD,ENGINE_PARTS,8409919100,TW,False,False,False,2023-07-02,2023-12-27
8f6c42ac-013c-494d-9697-796a3271f135,SO94161,DOOR HINGE,VEHICLE_PARTS,8708501000,CN,False,True,False,2023-12-06,2024-06-26
f4e62a39-62e9-4b3a-8c1f-4a13300ed62a,GASKET SET,SERVICE MANUAL,STEEL_ARTICLES,7326908600,CN,True,False,False,2020-08-04,2020-08-04
13e422b9-a1ab-440a-b219-2b3318251ae6,E393313,RECTIFIER,ELECTRONICS,8504501000,CN,True,True,False,2023-10-13,2024-10-05
e0b5788a-8f33-4a7a-ade3-8fe3c66ae516,SO60654,BATTERY MODULE,BATTERY,8507500000,MX,False,False,False,2020-11-22,2021-10-05
d2b1f295-043a-4c9d-a8a1-c686ac41bb44,SO88137,SUPPORT PLATE,STEEL_ARTICLES,7326110000,US,False,False,True,2024-02-18,2024-04-02
740ea72b-0c48-482d-84f9-7600c22a41b3,E714229,COMMUTATOR,ELECTRICAL_PARTS,8503009500,CN,False,False,False,2023-10-12,2023-10-14
2065854d-aaf4-46d8-b171-dc3b9e160914,E629783,BATTERY,BATTERY,8507500000,CN,True,True,False,2024-03-22,2024-12-15
615c5316-493d-441c-be31-e3a1584eba47,E538988,RELAY,SWITCHES,8536201000,CN,True,False,False,2022-09-18,2023-04-24
eb18a52b-0a48-4e39-a3bb-eb89d319c7c4,E975512,EXHAUST BRACKET,VEHICLE_PARTS,8708709000,CN,False,False,False,2020-09-15,2021-08-04
b6864d0c-1bf8-40ea-abae-d3d728a2816f,SO78931,CAP SCREW,FASTENERS,7318240000,CN,True,True,False,2021-04-17,2022-02-06
d12d6e3d-476f-4435-8f74-269e4c577285,SO61024,ELECTRIC MOTOR,ELECTRICAL,8501311000,IN,False,True,False,2023-06-18,2024-06-06
1a1ac5a6-db2b-4957-913d-cee2942be7c5,SO23107,METAL BRACKET,STEEL_ARTICLES,7326200000,TH,False,False,False,2020-06-28,2020-09-01
e7f296ab-dd4f-4648-89ff-8709ff6a7d0e,E544854,LOCK NUT,FASTENERS,7318110000,US,False,False,True,2021-06-17,2021-10-01
bcf681b2-ef3c-47d2-94ef-c6eb7ce9ec31,12-272168,CIRCUIT BREAKER,SWITCHES,8536411000,CN,False,False,False,2024-06-26,2024-08-03
41a88cc3-3084-40a6-a982-27709d88e484,SO80601,INVERTER MODULE,ELECTRONICS,8504501000,US,False,False,True,2024-03-28,2024-07-25
5d739601-f24d-44e7-ad19-8169c2e86e4d,SO85645,CAP SCREW,FASTENERS,7318160000,CN,True,True,False,2020-09-15,2020-09-19
20a1ff72-50ba-4233-ba75-4300e4dd5ff8,SO50522,BATTERY MODULE,BATTERY,8507101000,CN,False,False,False,2024-10-01,2024-10-31
4d08db32-865b-437a-98b8-e442f712e5b8,SO97985,BATTERY MODULE,BATTERY,8507101000,CN,True,False,False,2021-03-16,2021-10-27
bca2ffdd-d34f-401e-9114-ca6453c4ba6a,E534044,ENGINE MOUNT,VEHICLE_PARTS,8708301000,MX,False,False,True,2024-04-29,2025-03-20
f1f7a73e-462b-43b9-929e-fd54c301fdc1,92-157255,CHECK VALVE,VALVE,8481802500,CN,False,False,False,2023-09-20,2024-05-28
356f5a99-9e3e-4c28-aacf-2bffaecce573,E301893,TURBOCHARGER ASSEMBLY,AIR_SYSTEM,8414301000,IN,False,False,False,2022-09-25,2023-06-25
dd5eb461-c5ac-414b-8d4a-ae62070779a8,43-385105,AIR COMPRESSOR,AIR_SYSTEM,8414301000,MX,False,False,True,2024-07-16,2025-01-07
b836cf12-8751-4e55-a408-1f32bcc9bccf,SO28316,EXHAUST BRACKET,VEHICLE_PARTS,8708941000,CN,True,False,False,2021-05-28,2022-05-12
d50c3591-cccf-424c-9bf6-9a5c4cd6292a,E435639,VACUUM PUMP,AIR_SYSTEM,8414901000,CN,False,False,False,2023-08-17,2024-01-11
30ffe61e-c901-4f0a-b89d-16d1c9090b5d,E264404,BATTERY CABLE,WIRING,8544301000,CN,False,True,False,2024-03-22,2024-05-07
9804f478-6a51-4ac2-aca6-55034e0667e1,94-646290,IGNITION CABLE,WIRING,8544111000,CN,False,False,False,2020-06-02,2020-07-19
956ddcd8-e453-4199-a31f-18ef34f4c44a,E588195,CAMSHAFT ASSEMBLY,ENGINE_PARTS,8409919100,KR,False,False,True,2020-06-27,2020-08-04
14d838e1-8279-4711-be6e-3f6470168b1a,26-469984,DIESEL ENGINE ASSEMBLY,ENGINE,8408109000,IN,False,True,False,2024-01-05,2024-07-25
40055f75-90f4-4017-a274-4eea16230b92,64-287166,CHECK VALVE,VALVE,8481301000,MX,False,False,True,2023-02-08,2024-01-11
4774c36b-edf5-4857-ac5d-aeeb70554758,83-657346,SPRING WASHER,FASTENERS,7318220000,MX,False,False,False,2020-10-07,2020-11-18
fe9370a6-5947-4923-9c71-0cce12b3f0f6,SO73745,BATTERY CABLE,WIRING,8544491000,CN,True,False,False,2022-08-27,2022-11-03
c49de5e3-e17b-462e-bed6-092378f96f24,SO57779,HYDRAULIC MOTOR,HYDRAULIC,8412311000,MX,False,False,False,2023-02-11,2023-04-27
37c3a78f-28bd-48dc-b062-59b0ab0b4aaf,SO81356,EXHAUST BRACKET,VEHICLE_PARTS,8708911000,CN,False,False,False,2023-11-13,2024-06-17
94ceb275-7b27-40ac-b130-0438570a7b92,25-146692,EXHAUST BRACKET,VEHICLE_PARTS,8708911000,US,False,False,True,2020-09-11,2021-05-04
5922cfc0-7884-45ea-81b0-2b38b3bf619b,SO35523,FUEL TRANSFER PUMP,PUMP,8413309100,US,False,False,True,2024-08-06,2025-04-21
f1449160-2e59-47cd-9473-0e22d93b037e,20-909121,GENERATOR ASSEMBLY,ELECTRICAL,8501401000,TW,False,False,False,2020-07-26,2021-06-01
8e0ee998-93b2-4947-8560-adfa60a37341,HARDWARE KIT,MOUNTING KIT,ELECTRONICS,8504211000,US,False,False,True,2020-12-23,2021-06-14
a6eb230e-c840-4b6b-84fd-093546d3d677,SO88194,PISTON RING SET,ENGINE_PARTS,8409991000,CN,True,True,False,2021-06-16,2022-01-01
7a616cb9-3961-43dc-ae8f-e872cd6ec41d,92-385007,IGNITION CABLE,WIRING,8544491000,CN,True,False,False,2024-03-01,2024-11-04
d8351112-2128-4c97-8a88-abde5803ff20,E815637,FLYWHEEL HOUSING,ENGINE_PARTS,8409919100,CN,False,False,False,2023-01-12,2024-01-11
5cc57915-9b07-45dd-b721-ed2eb8fd4d9d,SO22446,TURBOCHARGER ASSEMBLY,AIR_SYSTEM,8414301000,CN,False,True,False,2021-02-15,2021-07-30
3d504dae-e9e2-418d-963b-95d822880cb9,SO20750,FUEL TRANSFER PUMP,PUMP,8413302000,TH,False,False,False,2023-01-01,2023-09-06
c932d7f1-e89d-419b-8fd4-02106e2f2111,SO82233,HOOD LATCH,VEHICLE_PARTS,8708999800,CN,True,False,False,2022-04-19,2022-11-19
1e3a5736-1a83-4c18-9742-47255804e767,SO30269,TIMING GEAR,ENGINE_PARTS,8409911000,US,False,False,True,2020-10-09,2020-12-05
ec4a69ef-2ee3-4aeb-be4f-802f101216a8,MOUNTING KIT,WOODEN SKID,SWITCHES,8536201000,US,False,False,True,2024-06-10,2025-05-05
3420df2d-561e-4d0f-a397-6fd71c4316cc,E753817,ARMATURE,ELECTRICAL_PARTS,8503009900,CN,False,False,False,2023-09-11,2023-11-02
fa5d7029-ea60-4dba-bd7b-1dd524f171e6,64-536512,EXHAUST BRACKET,VEHICLE_PARTS,8708501000,IN,False,False,False,2023-10-23,2024-05-21
d02a0623-f255-4591-be47-455765c80c7c,E566690,MIRROR MOUNT,VEHICLE_PARTS,8708401000,MX,False,False,True,2024-02-10,2024-05-24
2d03755c-cafd-454f-a041-7c2113910edc,E946334,GENERATOR ASSEMBLY,ELECTRICAL,8501311000,IN,True,True,False,2022-04-24,2022-05-17
8a546a14-5bb4-4fe9-bf06-d894b7280985,SO90632,ACCUMULATOR CELL,BATTERY,8507500000,IN,False,True,False,2022-06-30,2023-03-27
aefb935b-dd51-42f1-bf72-4b907b53991c,E951426,LOCK NUT,FASTENERS,7318210000,MX,False,False,True,2023-08-15,2024-07-04
bbf598df-8495-4d1e-972b-1c8284102d8c,40-240617,WATER PUMP ASSEMBLY,PUMP,8413301000,BR,False,False,False,2024-02-14,2024-05-26
97da41e1-5630-4546-be85-374f5b3c16f0,E462544,BRUSH SET,ELECTRICAL_PARTS,8503004500,MX,False,False,True,2024-10-05,2024-10-11
0a8889f4-a0a2-4373-8bea-193609cc6ee7,E110737,GEAR SET,TRANSMISSION,8483102000,CN,False,True,False,2024-07-25,2025-04-26
8a437164-bae7-47e0-ba9e-32010867bb0b,SO94003,HYDRAULIC MOTOR,HYDRAULIC,8412909000,CN,True,True,False,2023-02-09,2023-11-21
0dad6550-d09c-4461-a348-eee2cde9d322,SO30183,RECTIFIER,ELECTRONICS,8504311000,CN,True,True,False,2020-11-02,2020-11-23
4136257d-59bd-44ce-b2e9-fda96e333d3f,SO48563,METAL BRACKET,STEEL_ARTICLES,7326908600,US,False,False,True,2020-06-29,2021-06-19
08dd7318-c26a-4408-9eae-3364dd5a3bac,17-714261,CONNECTOR,SWITCHES,8536501000,KR,False,False,True,2024-01-27,2024-07-13
576dd155-6b16-43e3-9eb8-5b150c207792,E907733,TERMINAL BLOCK,SWITCHES,8536201000,US,False,False,True,2024-06-26,2024-08-11
906a40fe-4fa9-4269-b6b4-648776fda9c1,E417953,HOOD LATCH,VEHICLE_PARTS,8708999700,MX,False,False,False,2021-07-14,2021-10-22
613e38ed-2748-492b-96e1-fd37bebe3f11,SO16073,ELECTRIC MOTOR,ELECTRICAL,8501521000,US,False,False,True,2023-01-27,2024-01-20
89e4c40b-4a07-406c-9b33-e98c7f8897a5,03-086155,BRUSH SET,ELECTRICAL_PARTS,8503009500,IN,True,False,False,2024-06-05,2024-10-26
c96f79ff-27b8-4c3c-a09a-5805d48d3ec6,31-330825,TIMING CHAIN,TRANSMISSION,8483401000,MX,False,False,True,2023-09-22,2024-01-05
3c16ec0a-9a4c-4023-9c60-6149c8ae6c60,SO42317,ALTERNATOR,ELECTRICAL,8501101000,CN,True,False,False,2020-04-09,2020-09-01
da50d114-e866-4c56-9f64-51b7935a97b1,SO73644,RECTIFIER,ELECTRONICS,8504501000,CN,False,True,False,2021-09-23,2022-03-11
80911834-2a06-432b-a597-bc75e0f186cf,SO10074,FENDER ASSEMBLY,VEHICLE_PARTS,8708291000,CN,True,True,False,2023-06-08,2024-01-01
304eb3eb-a493-47f3-a10a-3a9c8534f952,MOUNTING KIT,MOUNTING KIT,PUMP,8413302000,DE,False,False,False,2020-11-15,2021-02-24
15aa0611-8b00-43df-aec1-a70cdc0b8598,SO33525,DOOR HINGE,VEHICLE_PARTS,8708501000,KR,False,False,False,2022-09-11,2023-07-20
72b2466c-9472-4637-80b1-f71ea5b92c29,04-015733,BUMPER BRACKET,VEHICLE_PARTS,8708101000,CN,False,False,False,2022-03-22,2022-06-27
ac5955d7-1011-474e-a024-bb0c3caa1774,E558365,RELAY,SWITCHES,8536699000,DE,False,False,False,2020-08-21,2020-09-21
6663e4fc-1c7f-4f0d-9fa6-d30ecf39bfbf,SO16041,TERMINAL BLOCK,SWITCHES,8536411000,CN,False,True,False,2020-09-09,2021-06-21
a71c59f6-07f5-4ae6-823c-54ae50464fc8,GASKET SET,PACKING MATERIAL,ENGINE,8408102000,BR,False,False,False,2024-04-09,2024-10-04
4295d5c4-2c0c-422b-b907-3f68dccb988d,METAL BRACKET,HARDWARE KIT,ELECTRICAL,8501102000,CN,True,True,False,2020-06-20,2020-08-22
0f6aac8c-e1d4-4bb4-af58-f2fdfabaff70,SO10767,CAP SCREW,FASTENERS,7318150000,MX,False,False,True,2023-02-03,2023-11-29
07369a34-6716-48b8-9b65-0b95e987610f,66-561548,VOLTAGE REGULATOR,ELECTRONICS,8504401000,CN,False,False,False,2024-11-25,2025-01-18
d9d4683a-b683-4d2c-86c5-b69a8c7446e3,SO36811,ENGINE BLOCK DIESEL,ENGINE,8408109000,MX,False,False,False,2023-05-06,2024-02-28
166fbe51-4bd1-4486-bf16-7b82f19b4a5b,SO69238,INVERTER MODULE,ELECTRONICS,8504909500,TW,False,False,False,2024-02-16,2024-02-26
69de82d4-9637-469c-90a8-d8b92bdc8b39,SO63803,STUD BOLT,FASTENERS,7318210000,MX,False,False,True,2022-08-05,2022-09-19
6ce09e71-302b-49e3-829f-c4d0318cf99c,97-676664,CHECK VALVE,VALVE,8481401000,CN,True,True,False,2021-06-25,2022-03-15
798fa03a-a5d4-4b62-92e3-e4b255dd7809,86-783258,BATTERY,BATTERY,8507309000,CN,False,True,False,2020-11-23,2021-06-21
b5e412f1-a543-45b6-a4bc-c948dd5e8575,SO52879,COOLING FAN,AIR_SYSTEM,8414809100,US,False,False,True,2021-12-02,2022-02-22
3ddd091b-3e17-4cc1-9e16-3812118f7f8c,SO14886,COMMUTATOR,ELECTRICAL_PARTS,8503004500,CN,False,False,False,2024-06-20,2024-07-05
c9bc3d67-0134-4ff8-8dd1-2e486a8257da,MOUNTING KIT,TOOL KIT,ENGINE_PARTS,8409911000,MX,False,False,True,2022-08-22,2023-02-14
ac82a0cf-24bb-45c3-9af0-1e9303a2eace,SO19969,DIESEL ENGINE ASSEMBLY,ENGINE,8408202000,CN,True,False,False,2024-11-05,2024-11-22
ee6e19e7-d400-48bf-99d4-57f654b85808,SO75472,CRANKSHAFT PULLEY,TRANSMISSION,8483509000,KR,False,False,False,2024-08-16,2025-02-07
817e50ad-03a0-4527-934f-c9bb438ecd48,91-760649,AIR COMPRESSOR,AIR_SYSTEM,8414308000,CN,True,False,False,2023-12-19,2024-02-28
df45255f-c071-44ca-be8e-e21aea4d055d,SERVICE MANUAL,MOUNTING KIT,PUMP,8413709100,MX,False,False,False,2020-05-29,2021-01-29
c2137f10-9b6e-4f40-b238-00b394925dca,SO26984,BEARING HOUSING,TRANSMISSION,8483102000,MX,False,False,True,2024-05-05,2024-10-02
da2bf462-7c54-4ae6-81f2-ad1cb82290a4,78-166963,WATER PUMP ASSEMBLY,PUMP,8413301000,MX,False,False,False,2020-09-07,2020-09-15
fa724309-2d2e-49a2-a71f-c104fb06f47e,E883077,ENGINE BLOCK DIESEL,ENGINE,8408102000,TW,False,False,False,2022-12-10,2023-06-13
5580e023-466f-421c-9d1c-f7bde98c6a06,SO29665,DIESEL MOTOR UNIT,ENGINE,8408109000,CN,False,True,False,2021-12-04,2022-10-22
420f5ccc-6063-44d3-93e6-e46a8f3c27a0,E443130,HOSE CLAMP,STEEL_ARTICLES,7326110000,CN,False,True,False,2021-08-28,2022-01-03
64409b7e-223c-4e3d-b117-197e7fc4c1d9,SO21560,LOCK NUT,FASTENERS,7318110000,US,False,False,True,2024-03-27,2025-02-22
a269dbfe-6512-4867-a35c-5dcf26eadca5,57-717997,DIESEL MOTOR UNIT,ENGINE,8408102000,CN,False,True,False,2020-12-21,2021-05-08
9c6a1f08-c802-465e-84b1-535d80e92a18,48-144575,TIMING CHAIN,TRANSMISSION,8483401000,CN,True,False,False,2024-10-09,2025-09-03
843dc7ab-3d67-4093-baff-a0c6cf41ed44,25-157212,PNEUMATIC ACTUATOR,HYDRAULIC,8412215000,CN,True,False,False,2024-04-15,2024-12-02
9f9529f8-c87c-4dc3-b229-e3b697ca8f1d,SO91218,RELAY,SWITCHES,8536411000,US,False,False,True,2023-08-20,2024-07-05
36074d49-d527-4ae0-85d3-f081b1469267,E719256,EXHAUST BRACKET,VEHICLE_PARTS,8708999700,TW,False,False,False,2024-06-10,2024-11-05
ad0b3722-3128-4b98-87c2-ff028b84d3dc,SO60715,CIRCUIT BREAKER,SWITCHES,8536101000,MX,False,False,True,2022-10-11,2022-11-23
c07843ba-f3d4-4132-9a25-cc9073110cf5,SO23186,ELECTRIC MOTOR,ELECTRICAL,8501201000,US,False,False,True,2021-11-10,2022-07-11
eeca9598-20ea-4057-a840-2d6d9055bd5f,SO93028,BATTERY MODULE,BATTERY,8507800000,IN,True,False,False,2023-03-27,2023-06-03
ea68635d-ee57-4e2c-986b-8c886234c642,45-530084,PISTON RING SET,ENGINE_PARTS,8409991000,CN,True,False,False,2021-02-26,2021-05-30
83122a01-3d23-4d59-a339-7f9c0bc4cc50,26-592610,FLAT WASHER,FASTENERS,7318110000,MX,False,False,True,2023-02-27,2023-06-11
8d7a1bbd-4770-4158-8d34-df2c5bd6f3de,SO33806,DIESEL ENGINE ASSEMBLY,ENGINE,8408102000,US,False,False,True,2022-12-17,2023-06-14
